,angulo1,lados1,angulo2,lados2,Difference,SE,t,df,p_bonferroni,p_holm
92,hip-addu,L-R,subt,R-L,0.12732,0.0139,9.17098,483,0.0009,0.0009
93,hip-addu,L-R,subt,R-R,0.09734,0.0139,7.01152,483,0.0009,0.0009
94,hip-addu,R-L,ankle,R-R,0.05271,0.0139,3.79720,483,0.046,0.015
95,hip-addu,R-L,hip-addu,R-R,−0.03464,0.0139,−2.49496,483,1.000,0.789
96,hip-addu,R-L,hip-flex,R-L,−0.02603,0.0139,−1.87501,483,1.000,1.000
97,hip-addu,R-L,hip-flex,R-R,0.01982,0.0139,1.42746,483,1.000,1.000
98,hip-addu,R-L,hip-rot,R-L,0.12133,0.0139,8.73954,483,0.0009,0.0009
99,hip-addu,R-L,hip-rot,R-R,0.11002,0.0139,7.92480,483,0.0009,0.0009
100,hip-addu,R-L,knee,R-L,0.05922,0.0139,4.26554,483,0.007,0.003
101,hip-addu,R-L,knee,R-R,−0.20167,0.0139,−14.52665,483,0.0009,0.0009
102,hip-addu,R-L,subt,R-L,0.12285,0.0139,8.84901,483,0.0009,0.0009
103,hip-addu,R-L,subt,R-R,0.09287,0.0139,6.68955,483,0.0009,0.0009
104,hip-addu,R-R,hip-flex,R-R,0.05445,0.0139,3.92242,483,0.028,0.010
105,hip-addu,R-R,hip-rot,R-R,0.14465,0.0139,10.41976,483,0.0009,0.0009
106,hip-addu,R-R,knee,R-R,−0.16703,0.0139,−12.03169,483,0.0009,0.0009
107,hip-addu,R-R,subt,R-R,0.12750,0.0139,9.18451,483,0.0009,0.0009
108,hip-flex,L-L,ankle,L-R,−0.08676,0.0139,−6.24994,483,0.0009,0.0009
109,hip-flex,L-L,ankle,R-L,−0.09814,0.0139,−7.06925,483,0.0009,0.0009
110,hip-flex,L-L,ankle,R-R,0.03625,0.0139,2.61135,483,1.000,0.595
111,hip-flex,L-L,hip-addu,L-R,−0.02093,0.0139,−1.50782,483,1.000,1.000
112,hip-flex,L-L,hip-addu,R-L,−0.01646,0.0139,−1.18585,483,1.000,1.000
113,hip-flex,L-L,hip-addu,R-R,−0.05110,0.0139,−3.68081,483,0.071,0.023
114,hip-flex,L-L,hip-flex,L-R,−0.02741,0.0139,−1.97411,483,1.000,1.000
115,hip-flex,L-L,hip-flex,R-L,−0.04249,0.0139,−3.06086,483,0.643,0.172
116,hip-flex,L-L,hip-flex,R-R,0.00335,0.0139,0.24161,483,1.000,1.000
117,hip-flex,L-L,hip-rot,L-L,0.08109,0.0139,5.84136,483,0.0009,0.0009
118,hip-flex,L-L,hip-rot,L-R,0.09484,0.0139,6.83169,483,0.0009,0.0009
119,hip-flex,L-L,hip-rot,R-L,0.10486,0.0139,7.55370,483,0.0009,0.0009
120,hip-flex,L-L,hip-rot,R-R,0.09355,0.0139,6.73895,483,0.0009,0.0009
121,hip-flex,L-L,knee,L-L,−0.19776,0.0139,−14.24510,483,0.0009,0.0009
122,hip-flex,L-L,knee,L-R,0.04163,0.0139,2.99863,483,0.787,0.205
123,hip-flex,L-L,knee,R-L,0.04275,0.0139,3.07970,483,0.604,0.164
124,hip-flex,L-L,knee,R-R,−0.21813,0.0139,−15.71250,483,0.0009,0.0009
125,hip-flex,L-L,subt,L-L,0.08922,0.0139,6.42652,483,0.0009,0.0009
126,hip-flex,L-L,subt,L-R,0.08905,0.0139,6.41436,483,0.0009,0.0009
127,hip-flex,L-L,subt,R-L,0.10638,0.0139,7.66316,483,0.0009,0.0009
128,hip-flex,L-L,subt,R-R,0.07641,0.0139,5.50370,483,0.0009,0.0009
129,hip-flex,L-R,ankle,R-L,−0.07073,0.0139,−5.09514,483,0.0009,0.0009
130,hip-flex,L-R,ankle,R-R,0.06366,0.0139,4.58546,483,0.002,0.0009
131,hip-flex,L-R,hip-addu,R-L,0.01094,0.0139,0.78826,483,1.000,1.000
132,hip-flex,L-R,hip-addu,R-R,−0.02369,0.0139,−1.70670,483,1.000,1.000
133,hip-flex,L-R,hip-flex,R-L,−0.01509,0.0139,−1.08675,483,1.000,1.000
134,hip-flex,L-R,hip-flex,R-R,0.03076,0.0139,2.21572,483,1.000,1.000
135,hip-flex,L-R,hip-rot,L-R,0.12225,0.0139,8.80580,483,0.0009,0.0009
136,hip-flex,L-R,hip-rot,R-L,0.13227,0.0139,9.52780,483,0.0009,0.0009
137,hip-flex,L-R,hip-rot,R-R,0.12096,0.0139,8.71306,483,0.0009,0.0009
138,hip-flex,L-R,knee,L-R,0.06903,0.0139,4.97274,483,0.0009,0.0009
139,hip-flex,L-R,knee,R-L,0.07016,0.0139,5.05380,483,0.0009,0.0009
140,hip-flex,L-R,knee,R-R,−0.19072,0.0139,−13.73839,483,0.0009,0.0009
141,hip-flex,L-R,subt,L-R,0.11645,0.0139,8.38847,483,0.0009,0.0009
142,hip-flex,L-R,subt,R-L,0.13379,0.0139,9.63727,483,0.0009,0.0009
143,hip-flex,L-R,subt,R-R,0.10381,0.0139,7.47781,483,0.0009,0.0009
144,hip-flex,R-L,ankle,R-R,0.07874,0.0139,5.67221,483,0.0009,0.0009
145,hip-flex,R-L,hip-addu,R-R,−0.00861,0.0139,−0.61995,483,1.000,1.000
146,hip-flex,R-L,hip-flex,R-R,0.04585,0.0139,3.30247,483,0.284,0.083
147,hip-flex,R-L,hip-rot,R-L,0.14736,0.0139,10.61455,483,0.0009,0.0009
148,hip-flex,R-L,hip-rot,R-R,0.13605,0.0139,9.79981,483,0.0009,0.0009
149,hip-flex,R-L,knee,R-L,0.08525,0.0139,6.14056,483,0.0009,0.0009
150,hip-flex,R-L,knee,R-R,−0.17564,0.0139,−12.65164,483,0.0009,0.0009
151,hip-flex,R-L,subt,R-L,0.14888,0.0139,10.72402,483,0.0009,0.0009
152,hip-flex,R-L,subt,R-R,0.11890,0.0139,8.56456,483,0.0009,0.0009
153,hip-flex,R-R,hip-rot,R-R,0.09020,0.0139,6.49734,483,0.0009,0.0009
154,hip-flex,R-R,knee,R-R,−0.22148,0.0139,−15.95411,483,0.0009,0.0009
155,hip-flex,R-R,subt,R-R,0.07305,0.0139,5.26209,483,0.0009,0.0009
156,hip-rot,L-L,ankle,L-R,−0.16786,0.0139,−12.09130,483,0.0009,0.0009
157,hip-rot,L-L,ankle,R-L,−0.17923,0.0139,−12.91061,483,0.0009,0.0009
158,hip-rot,L-L,ankle,R-R,−0.04484,0.0139,−3.23001,483,0.365,0.104
159,hip-rot,L-L,hip-addu,L-R,−0.10203,0.0139,−7.34919,483,0.0009,0.0009
160,hip-rot,L-L,hip-addu,R-L,−0.09756,0.0139,−7.02721,483,0.0009,0.0009
161,hip-rot,L-L,hip-addu,R-R,−0.13219,0.0139,−9.52217,483,0.0009,0.0009
162,hip-rot,L-L,hip-flex,L-R,−0.10850,0.0139,−7.81547,483,0.0009,0.0009
163,hip-rot,L-L,hip-flex,R-L,−0.12359,0.0139,−8.90222,483,0.0009,0.0009
164,hip-rot,L-L,hip-flex,R-R,−0.07774,0.0139,−5.59975,483,0.0009,0.0009
165,hip-rot,L-L,hip-rot,L-R,0.01375,0.0139,0.99033,483,1.000,1.000
166,hip-rot,L-L,hip-rot,R-L,0.02377,0.0139,1.71233,483,1.000,1.000
167,hip-rot,L-L,hip-rot,R-R,0.01246,0.0139,0.89759,483,1.000,1.000
168,hip-rot,L-L,knee,L-L,−0.27885,0.0139,−20.08646,483,0.0009,0.0009
169,hip-rot,L-L,knee,L-R,−0.03946,0.0139,−2.84273,483,1.000,0.326
170,hip-rot,L-L,knee,R-L,−0.03834,0.0139,−2.76167,483,1.000,0.400
171,hip-rot,L-L,knee,R-R,−0.29922,0.0139,−21.55386,483,0.0009,0.0009
172,hip-rot,L-L,subt,L-L,0.00812,0.0139,0.58516,483,1.000,1.000
173,hip-rot,L-L,subt,L-R,0.00795,0.0139,0.57300,483,1.000,1.000
174,hip-rot,L-L,subt,R-L,0.02529,0.0139,1.82180,483,1.000,1.000
175,hip-rot,L-L,subt,R-R,−0.00469,0.0139,−0.33766,483,1.000,1.000
176,hip-rot,L-R,ankle,R-L,−0.19298,0.0139,−13.90094,483,0.0009,0.0009
177,hip-rot,L-R,ankle,R-R,−0.05859,0.0139,−4.22034,483,0.008,0.003
178,hip-rot,L-R,hip-addu,R-L,−0.11130,0.0139,−8.01754,483,0.0009,0.0009
179,hip-rot,L-R,hip-addu,R-R,−0.14594,0.0139,−10.51250,483,0.0009,0.0009
180,hip-rot,L-R,hip-flex,R-L,−0.13733,0.0139,−9.89255,483,0.0009,0.0009
181,hip-rot,L-R,hip-flex,R-R,−0.09149,0.0139,−6.59008,483,0.0009,0.0009
182,hip-rot,L-R,hip-rot,R-L,0.01002,0.0139,0.72200,483,1.000,1.000
183,hip-rot,L-R,hip-rot,R-R,−0.00129,0.0139,−0.09274,483,1.000,1.000
184,hip-rot,L-R,knee,L-R,−0.05321,0.0139,−3.83306,483,0.040,0.014
185,hip-rot,L-R,knee,R-L,−0.05209,0.0139,−3.75200,483,0.054,0.018
186,hip-rot,L-R,knee,R-R,−0.31297,0.0139,−22.54419,483,0.0009,0.0009
187,hip-rot,L-R,subt,L-R,−0.00579,0.0139,−0.41733,483,1.000,1.000
188,hip-rot,L-R,subt,R-L,0.01154,0.0139,0.83147,483,1.000,1.000
189,hip-rot,L-R,subt,R-R,−0.01844,0.0139,−1.32799,483,1.000,1.000
190,hip-rot,R-L,ankle,R-R,−0.06861,0.0139,−4.94235,483,0.0009,0.0009
191,hip-rot,R-L,hip-addu,R-R,−0.15596,0.0139,−11.23450,483,0.0009,0.0009
192,hip-rot,R-L,hip-flex,R-R,−0.10151,0.0139,−7.31208,483,0.0009,0.0009
193,hip-rot,R-L,hip-rot,R-R,−0.01131,0.0139,−0.81475,483,1.000,1.000
194,hip-rot,R-L,knee,R-L,−0.06211,0.0139,−4.47400,483,0.003,0.001
195,hip-rot,R-L,knee,R-R,−0.32299,0.0139,−23.26620,483,0.0009,0.0009
196,hip-rot,R-L,subt,R-L,0.00152,0.0139,0.10946,483,1.000,1.000
197,hip-rot,R-L,subt,R-R,−0.02846,0.0139,−2.05000,483,1.000,1.000
198,hip-rot,R-R,knee,R-R,−0.31168,0.0139,−22.45145,483,0.0009,0.0009
199,hip-rot,R-R,subt,R-R,−0.01715,0.0139,−1.23525,483,1.000,1.000
200,knee,L-L,ankle,L-R,0.11099,0.0139,7.99517,483,0.0009,0.0009
201,knee,L-L,ankle,R-L,0.09962,0.0139,7.17585,483,0.0009,0.0009
202,knee,L-L,ankle,R-R,0.23401,0.0139,16.85645,483,0.0009,0.0009
203,knee,L-L,hip-addu,L-R,0.17683,0.0139,12.73728,483,0.0009,0.0009
204,knee,L-L,hip-addu,R-L,0.18130,0.0139,13.05925,483,0.0009,0.0009
205,knee,L-L,hip-addu,R-R,0.14666,0.0139,10.56429,483,0.0009,0.0009
206,knee,L-L,hip-flex,L-R,0.17035,0.0139,12.27099,483,0.0009,0.0009
207,knee,L-L,hip-flex,R-L,0.15527,0.0139,11.18424,483,0.0009,0.0009
208,knee,L-L,hip-flex,R-R,0.20111,0.0139,14.48671,483,0.0009,0.0009
209,knee,L-L,hip-rot,L-R,0.29260,0.0139,21.07679,483,0.0009,0.0009
210,knee,L-L,hip-rot,R-L,0.30262,0.0139,21.79880,483,0.0009,0.0009
211,knee,L-L,hip-rot,R-R,0.29131,0.0139,20.98405,483,0.0009,0.0009
212,knee,L-L,knee,L-R,0.23939,0.0139,17.24373,483,0.0009,0.0009
213,knee,L-L,knee,R-L,0.24051,0.0139,17.32480,483,0.0009,0.0009
214,knee,L-L,knee,R-R,−0.02037,0.0139,−1.46740,483,1.000,1.000
215,knee,L-L,subt,L-L,0.28697,0.0139,20.67163,483,0.0009,0.0009
216,knee,L-L,subt,L-R,0.28680,0.0139,20.65947,483,0.0009,0.0009
217,knee,L-L,subt,R-L,0.30414,0.0139,21.90826,483,0.0009,0.0009
218,knee,L-L,subt,R-R,0.27416,0.0139,19.74880,483,0.0009,0.0009
219,knee,L-R,ankle,R-L,−0.13977,0.0139,−10.06788,483,0.0009,0.0009
220,knee,L-R,ankle,R-R,−0.00538,0.0139,−0.38728,483,1.000,1.000
221,knee,L-R,hip-addu,R-L,−0.05809,0.0139,−4.18448,483,0.009,0.004
222,knee,L-R,hip-addu,R-R,−0.09273,0.0139,−6.67944,483,0.0009,0.0009
223,knee,L-R,hip-flex,R-L,−0.08412,0.0139,−6.05949,483,0.0009,0.0009
224,knee,L-R,hip-flex,R-R,−0.03827,0.0139,−2.75702,483,1.000,0.400
225,knee,L-R,hip-rot,R-L,0.06324,0.0139,4.55507,483,0.002,0.0009
226,knee,L-R,hip-rot,R-R,0.05192,0.0139,3.74032,483,0.057,0.018
227,knee,L-R,knee,R-L,0.00113,0.0139,0.08107,483,1.000,1.000
228,knee,L-R,knee,R-R,−0.25976,0.0139,−18.71113,483,0.0009,0.0009
229,knee,L-R,subt,L-R,0.04742,0.0139,3.41573,483,0.190,0.059
230,knee,L-R,subt,R-L,0.06476,0.0139,4.66453,483,0.001,0.0009
231,knee,L-R,subt,R-R,0.03478,0.0139,2.50507,483,1.000,0.779
232,knee,R-L,ankle,R-R,−0.00650,0.0139,−0.46835,483,1.000,1.000
233,knee,R-L,hip-addu,R-R,−0.09385,0.0139,−6.76050,483,0.0009,0.0009
234,knee,R-L,hip-flex,R-R,−0.03940,0.0139,−2.83808,483,1.000,0.326
235,knee,R-L,hip-rot,R-R,0.05080,0.0139,3.65925,483,0.078,0.024
236,knee,R-L,knee,R-R,−0.26088,0.0139,−18.79220,483,0.0009,0.0009
237,knee,R-L,subt,R-L,0.06363,0.0139,4.58346,483,0.002,0.0009
238,knee,R-L,subt,R-R,0.03365,0.0139,2.42400,483,1.000,0.943
239,knee,R-R,subt,R-R,0.29453,0.0139,21.21620,483,0.0009,0.0009
240,subt,L-L,ankle,L-R,−0.17598,0.0139,−12.67646,483,0.0009,0.0009
241,subt,L-L,ankle,R-L,−0.18736,0.0139,−13.49578,483,0.0009,0.0009
242,subt,L-L,ankle,R-R,−0.05296,0.0139,−3.81517,483,0.042,0.015
243,subt,L-L,hip-addu,L-R,−0.11015,0.0139,−7.93435,483,0.0009,0.0009
244,subt,L-L,hip-addu,R-L,−0.10568,0.0139,−7.61237,483,0.0009,0.0009
245,subt,L-L,hip-addu,R-R,−0.14031,0.0139,−10.10733,483,0.0009,0.0009
246,subt,L-L,hip-flex,L-R,−0.11662,0.0139,−8.40063,483,0.0009,0.0009
247,subt,L-L,hip-flex,R-L,−0.13171,0.0139,−9.48738,483,0.0009,0.0009
248,subt,L-L,hip-flex,R-R,−0.08586,0.0139,−6.18491,483,0.0009,0.0009
249,subt,L-L,hip-rot,L-R,0.00562,0.0139,0.40517,483,1.000,1.000
250,subt,L-L,hip-rot,R-L,0.01565,0.0139,1.12717,483,1.000,1.000
251,subt,L-L,hip-rot,R-R,0.00434,0.0139,0.31242,483,1.000,1.000
252,subt,L-L,knee,L-R,−0.04759,0.0139,−3.42789,483,0.182,0.057
253,subt,L-L,knee,R-L,−0.04646,0.0139,−3.34683,483,0.243,0.073
254,subt,L-L,knee,R-R,−0.30734,0.0139,−22.13903,483,0.0009,0.0009
255,subt,L-L,subt,L-R,−1.69e−4,0.0139,−0.01216,483,1.000,1.000
256,subt,L-L,subt,R-L,0.01717,0.0139,1.23664,483,1.000,1.000
257,subt,L-L,subt,R-R,−0.01281,0.0139,−0.92283,483,1.000,1.000
258,subt,L-R,ankle,R-L,−0.18719,0.0139,−13.48362,483,0.0009,0.0009
259,subt,L-R,ankle,R-R,−0.05280,0.0139,−3.80301,483,0.045,0.015
260,subt,L-R,hip-addu,R-L,−0.10551,0.0139,−7.60021,483,0.0009,0.0009
261,subt,L-R,hip-addu,R-R,−0.14015,0.0139,−10.09517,483,0.0009,0.0009
262,subt,L-R,hip-flex,R-L,−0.13154,0.0139,−9.47522,483,0.0009,0.0009
263,subt,L-R,hip-flex,R-R,−0.08569,0.0139,−6.17275,483,0.0009,0.0009
264,subt,L-R,hip-rot,R-L,0.01582,0.0139,1.13933,483,1.000,1.000
265,subt,L-R,hip-rot,R-R,0.00451,0.0139,0.32458,483,1.000,1.000
266,subt,L-R,knee,R-L,−0.04629,0.0139,−3.33467,483,0.254,0.075
267,subt,L-R,knee,R-R,−0.30718,0.0139,−22.12686,483,0.0009,0.0009
268,subt,L-R,subt,R-L,0.01734,0.0139,1.24880,483,1.000,1.000
269,subt,L-R,subt,R-R,−0.01264,0.0139,−0.91066,483,1.000,1.000
270,subt,R-L,ankle,R-R,−0.07013,0.0139,−5.05181,483,0.0009,0.0009
271,subt,R-L,hip-addu,R-R,−0.15748,0.0139,−11.34397,483,0.0009,0.0009
272,subt,R-L,hip-flex,R-R,−0.10303,0.0139,−7.42155,483,0.0009,0.0009
273,subt,R-L,hip-rot,R-R,−0.01283,0.0139,−0.92421,483,1.000,1.000
274,subt,R-L,knee,R-R,−0.32451,0.0139,−23.37566,483,0.0009,0.0009
275,subt,R-L,subt,R-R,−0.02998,0.0139,−2.15946,483,1.000,1.000
