,angulo1,lados1,angulo2,lados2,Difference,SE,t,df,p_bonferroni,p_holm
44,ankle,R-L,hip_flex,R-R,−0.00806,0.00664,−1.21445,483,1.000,1.000
45,ankle,R-L,hip_rot,R-L,0.04951,0.00664,7.46023,483,0.0009,0.0009
46,ankle,R-L,hip_rot,R-R,0.03988,0.00664,6.00929,483,0.0009,0.0009
47,ankle,R-L,knee,R-L,0.04650,0.00664,7.00758,483,0.0009,0.0009
48,ankle,R-L,knee,R-R,0.04715,0.00664,7.10501,483,0.0009,0.0009
49,ankle,R-L,subt,R-L,0.04725,0.00664,7.11967,483,0.0009,0.0009
50,ankle,R-L,subt,R-R,0.05506,0.00664,8.29637,483,0.0009,0.0009
51,ankle,R-R,hip_addu,R-R,−0.00177,0.00664,−0.26707,483,1.000,1.000
52,ankle,R-R,hip_flex,R-R,−0.04941,0.00664,−7.44583,483,0.0009,0.0009
53,ankle,R-R,hip_rot,R-R,−0.00147,0.00664,−0.22209,483,1.000,1.000
54,ankle,R-R,knee,R-R,0.00580,0.00664,0.87363,483,1.000,1.000
55,ankle,R-R,subt,R-R,0.01370,0.00664,2.06499,483,1.000,1.000
56,hip_addu,L-L,ankle,L-R,−0.04363,0.00664,−6.57490,483,0.0009,0.0009
57,hip_addu,L-L,ankle,R-L,−0.04655,0.00664,−7.01367,483,0.0009,0.0009
58,hip_addu,L-L,ankle,R-R,−0.00519,0.00664,−0.78229,483,1.000,1.000
59,hip_addu,L-L,hip_addu,L-R,−5.32e−5,0.00664,−0.00802,483,1.000,1.000
60,hip_addu,L-L,hip_addu,R-L,−0.00806,0.00664,−1.21474,483,1.000,1.000
61,hip_addu,L-L,hip_addu,R-R,−0.00696,0.00664,−1.04936,483,1.000,1.000
62,hip_addu,L-L,hip_flex,L-L,−0.04956,0.00664,−7.46732,483,0.0009,0.0009
63,hip_addu,L-L,hip_flex,L-R,−0.07865,0.00664,−11.85168,483,0.0009,0.0009
64,hip_addu,L-L,hip_flex,R-L,−0.10272,0.00664,−15.47783,483,0.0009,0.0009
65,hip_addu,L-L,hip_flex,R-R,−0.05460,0.00664,−8.22812,483,0.0009,0.0009
66,hip_addu,L-L,hip_rot,L-L,−0.00621,0.00664,−0.93589,483,1.000,1.000
67,hip_addu,L-L,hip_rot,L-R,0.00476,0.00664,0.71756,483,1.000,1.000
68,hip_addu,L-L,hip_rot,R-L,0.00296,0.00664,0.44656,483,1.000,1.000
69,hip_addu,L-L,hip_rot,R-R,−0.00667,0.00664,−1.00438,483,1.000,1.000
70,hip_addu,L-L,knee,L-L,0.00242,0.00664,0.36529,483,1.000,1.000
71,hip_addu,L-L,knee,L-R,1.69e−4,0.00664,0.02543,483,1.000,1.000
72,hip_addu,L-L,knee,R-L,−4.04e−5,0.00664,−0.00609,483,1.000,1.000
73,hip_addu,L-L,knee,R-R,6.06e−4,0.00664,0.09134,483,1.000,1.000
74,hip_addu,L-L,subt,L-L,0.00823,0.00664,1.23985,483,1.000,1.000
75,hip_addu,L-L,subt,L-R,−0.00319,0.00664,−0.48015,483,1.000,1.000
76,hip_addu,L-L,subt,R-L,7.03e−4,0.00664,0.10600,483,1.000,1.000
77,hip_addu,L-L,subt,R-R,0.00851,0.00664,1.28270,483,1.000,1.000
78,hip_addu,L-R,ankle,R-L,−0.04649,0.00664,−7.00565,483,0.0009,0.0009
79,hip_addu,L-R,ankle,R-R,−0.00514,0.00664,−0.77427,483,1.000,1.000
80,hip_addu,L-R,hip_addu,R-L,−0.00801,0.00664,−1.20671,483,1.000,1.000
81,hip_addu,L-R,hip_addu,R-R,−0.00691,0.00664,−1.04134,483,1.000,1.000
82,hip_addu,L-R,hip_flex,L-R,−0.07860,0.00664,−11.84366,483,0.0009,0.0009
83,hip_addu,L-R,hip_flex,R-L,−0.10266,0.00664,−15.46981,483,0.0009,0.0009
84,hip_addu,L-R,hip_flex,R-R,−0.05455,0.00664,−8.22010,483,0.0009,0.0009
85,hip_addu,L-R,hip_rot,L-R,0.00482,0.00664,0.72558,483,1.000,1.000
86,hip_addu,L-R,hip_rot,R-L,0.00302,0.00664,0.45458,483,1.000,1.000
87,hip_addu,L-R,hip_rot,R-R,−0.00661,0.00664,−0.99635,483,1.000,1.000
88,hip_addu,L-R,knee,L-R,2.22e−4,0.00664,0.03345,483,1.000,1.000
89,hip_addu,L-R,knee,R-L,1.28e−5,0.00664,0.00193,483,1.000,1.000
90,hip_addu,L-R,knee,R-R,6.59e−4,0.00664,0.09936,483,1.000,1.000
91,hip_addu,L-R,subt,L-R,−0.00313,0.00664,−0.47213,483,1.000,1.000
92,hip_addu,L-R,subt,R-L,7.57e−4,0.00664,0.11402,483,1.000,1.000
93,hip_addu,L-R,subt,R-R,0.00857,0.00664,1.29072,483,1.000,1.000
94,hip_addu,R-L,ankle,R-R,0.00287,0.00664,0.43245,483,1.000,1.000
95,hip_addu,R-L,hip_addu,R-R,0.00110,0.00664,0.16538,483,1.000,1.000
96,hip_addu,R-L,hip_flex,R-L,−0.09466,0.00664,−14.26309,483,0.0009,0.0009
97,hip_addu,R-L,hip_flex,R-R,−0.04654,0.00664,−7.01338,483,0.0009,0.0009
98,hip_addu,R-L,hip_rot,R-L,0.01102,0.00664,1.66130,483,1.000,1.000
99,hip_addu,R-L,hip_rot,R-R,0.00140,0.00664,0.21036,483,1.000,1.000
100,hip_addu,R-L,knee,R-L,0.00802,0.00664,1.20864,483,1.000,1.000
101,hip_addu,R-L,knee,R-R,0.00867,0.00664,1.30607,483,1.000,1.000
102,hip_addu,R-L,subt,R-L,0.00876,0.00664,1.32074,483,1.000,1.000
103,hip_addu,R-L,subt,R-R,0.01657,0.00664,2.49743,483,1.000,1.000
104,hip_addu,R-R,hip_flex,R-R,−0.04764,0.00664,−7.17876,483,0.0009,0.0009
105,hip_addu,R-R,hip_rot,R-R,2.99e−4,0.00664,0.04498,483,1.000,1.000
106,hip_addu,R-R,knee,R-R,0.00757,0.00664,1.14070,483,1.000,1.000
107,hip_addu,R-R,subt,R-R,0.01548,0.00664,2.33206,483,1.000,1.000
108,hip_flex,L-L,ankle,L-R,0.00592,0.00664,0.89241,483,1.000,1.000
109,hip_flex,L-L,ankle,R-L,0.00301,0.00664,0.45365,483,1.000,1.000
110,hip_flex,L-L,ankle,R-R,0.04436,0.00664,6.68503,483,0.0009,0.0009
111,hip_flex,L-L,hip_addu,L-R,0.04950,0.00664,7.45930,483,0.0009,0.0009
112,hip_flex,L-L,hip_addu,R-L,0.04149,0.00664,6.25258,483,0.0009,0.0009
113,hip_flex,L-L,hip_addu,R-R,0.04259,0.00664,6.41796,483,0.0009,0.0009
114,hip_flex,L-L,hip_flex,L-R,−0.02910,0.00664,−4.38436,483,0.004,0.002
115,hip_flex,L-L,hip_flex,R-L,−0.05316,0.00664,−8.01051,483,0.0009,0.0009
116,hip_flex,L-L,hip_flex,R-R,−0.00505,0.00664,−0.76080,483,1.000,1.000
117,hip_flex,L-L,hip_rot,L-L,0.04335,0.00664,6.53143,483,0.0009,0.0009
118,hip_flex,L-L,hip_rot,L-R,0.05432,0.00664,8.18488,483,0.0009,0.0009
119,hip_flex,L-L,hip_rot,R-L,0.05252,0.00664,7.91388,483,0.0009,0.0009
120,hip_flex,L-L,hip_rot,R-R,0.04289,0.00664,6.46294,483,0.0009,0.0009
121,hip_flex,L-L,knee,L-L,0.05198,0.00664,7.83261,483,0.0009,0.0009
122,hip_flex,L-L,knee,L-R,0.04972,0.00664,7.49274,483,0.0009,0.0009
123,hip_flex,L-L,knee,R-L,0.04952,0.00664,7.46123,483,0.0009,0.0009
124,hip_flex,L-L,knee,R-R,0.05016,0.00664,7.55865,483,0.0009,0.0009
125,hip_flex,L-L,subt,L-L,0.05778,0.00664,8.70716,483,0.0009,0.0009
126,hip_flex,L-L,subt,L-R,0.04637,0.00664,6.98717,483,0.0009,0.0009
127,hip_flex,L-L,subt,R-L,0.05026,0.00664,7.57332,483,0.0009,0.0009
128,hip_flex,L-L,subt,R-R,0.05807,0.00664,8.75001,483,0.0009,0.0009
129,hip_flex,L-R,ankle,R-L,0.03211,0.00664,4.83801,483,0.0009,0.0009
130,hip_flex,L-R,ankle,R-R,0.07346,0.00664,11.06939,483,0.0009,0.0009
131,hip_flex,L-R,hip_addu,R-L,0.07059,0.00664,10.63695,483,0.0009,0.0009
132,hip_flex,L-R,hip_addu,R-R,0.07169,0.00664,10.80232,483,0.0009,0.0009
133,hip_flex,L-R,hip_flex,R-L,−0.02406,0.00664,−3.62615,483,0.088,0.051
134,hip_flex,L-R,hip_flex,R-R,0.02405,0.00664,3.62356,483,0.089,0.051
135,hip_flex,L-R,hip_rot,L-R,0.08341,0.00664,12.56924,483,0.0009,0.0009
136,hip_flex,L-R,hip_rot,R-L,0.08162,0.00664,12.29824,483,0.0009,0.0009
137,hip_flex,L-R,hip_rot,R-R,0.07199,0.00664,10.84731,483,0.0009,0.0009
138,hip_flex,L-R,knee,L-R,0.07882,0.00664,11.87711,483,0.0009,0.0009
139,hip_flex,L-R,knee,R-L,0.07861,0.00664,11.84559,483,0.0009,0.0009
140,hip_flex,L-R,knee,R-R,0.07926,0.00664,11.94302,483,0.0009,0.0009
141,hip_flex,L-R,subt,L-R,0.07547,0.00664,11.37153,483,0.0009,0.0009
142,hip_flex,L-R,subt,R-L,0.07936,0.00664,11.95768,483,0.0009,0.0009
143,hip_flex,L-R,subt,R-R,0.08716,0.00664,13.13438,483,0.0009,0.0009
144,hip_flex,R-L,ankle,R-R,0.09753,0.00664,14.69554,483,0.0009,0.0009
145,hip_flex,R-L,hip_addu,R-R,0.09575,0.00664,14.42847,483,0.0009,0.0009
146,hip_flex,R-L,hip_flex,R-R,0.04811,0.00664,7.24971,483,0.0009,0.0009
147,hip_flex,R-L,hip_rot,R-L,0.10568,0.00664,15.92439,483,0.0009,0.0009
148,hip_flex,R-L,hip_rot,R-R,0.09605,0.00664,14.47345,483,0.0009,0.0009
149,hip_flex,R-L,knee,R-L,0.10268,0.00664,15.47174,483,0.0009,0.0009
150,hip_flex,R-L,knee,R-R,0.10332,0.00664,15.56916,483,0.0009,0.0009
151,hip_flex,R-L,subt,R-L,0.10342,0.00664,15.58383,483,0.0009,0.0009
152,hip_flex,R-L,subt,R-R,0.11123,0.00664,16.76053,483,0.0009,0.0009
153,hip_flex,R-R,hip_rot,R-R,0.04794,0.00664,7.22374,483,0.0009,0.0009
154,hip_flex,R-R,knee,R-R,0.05521,0.00664,8.31946,483,0.0009,0.0009
155,hip_flex,R-R,subt,R-R,0.06312,0.00664,9.51082,483,0.0009,0.0009
156,hip_rot,L-L,ankle,L-R,−0.03742,0.00664,−5.63901,483,0.0009,0.0009
157,hip_rot,L-L,ankle,R-L,−0.04033,0.00664,−6.07778,483,0.0009,0.0009
158,hip_rot,L-L,ankle,R-R,0.00102,0.00664,0.15360,483,1.000,1.000
159,hip_rot,L-L,hip_addu,L-R,0.00616,0.00664,0.92787,483,1.000,1.000
160,hip_rot,L-L,hip_addu,R-L,−0.00185,0.00664,−0.27885,483,1.000,1.000
161,hip_rot,L-L,hip_addu,R-R,−7.53e−4,0.00664,−0.11347,483,1.000,1.000
162,hip_rot,L-L,hip_flex,L-R,−0.07244,0.00664,−10.91579,483,0.0009,0.0009
163,hip_rot,L-L,hip_flex,R-L,−0.09651,0.00664,−14.54194,483,0.0009,0.0009
164,hip_rot,L-L,hip_flex,R-R,−0.04839,0.00664,−7.29223,483,0.0009,0.0009
165,hip_rot,L-L,hip_rot,L-R,0.01097,0.00664,1.65345,483,1.000,1.000
166,hip_rot,L-L,hip_rot,R-L,0.00917,0.00664,1.38245,483,1.000,1.000
167,hip_rot,L-L,hip_rot,R-R,−4.55e−4,0.00664,−0.06849,483,1.000,1.000
168,hip_rot,L-L,knee,L-L,0.00864,0.00664,1.30118,483,1.000,1.000
169,hip_rot,L-L,knee,L-R,0.00638,0.00664,0.96131,483,1.000,1.000
170,hip_rot,L-L,knee,R-L,0.00617,0.00664,0.92980,483,1.000,1.000
171,hip_rot,L-L,knee,R-R,0.00682,0.00664,1.02723,483,1.000,1.000
172,hip_rot,L-L,subt,L-L,0.01444,0.00664,2.17574,483,1.000,1.000
173,hip_rot,L-L,subt,L-R,0.00302,0.00664,0.45574,483,1.000,1.000
174,hip_rot,L-L,subt,R-L,0.00691,0.00664,1.04189,483,1.000,1.000
175,hip_rot,L-L,subt,R-R,0.01472,0.00664,2.21859,483,1.000,1.000
176,hip_rot,L-R,ankle,R-L,−0.05131,0.00664,−7.73123,483,0.0009,0.0009
177,hip_rot,L-R,ankle,R-R,−0.00995,0.00664,−1.49985,483,1.000,1.000
178,hip_rot,L-R,hip_addu,R-L,−0.01282,0.00664,−1.93230,483,1.000,1.000
179,hip_rot,L-R,hip_addu,R-R,−0.01173,0.00664,−1.76692,483,1.000,1.000
180,hip_rot,L-R,hip_flex,R-L,−0.10748,0.00664,−16.19539,483,0.0009,0.0009
181,hip_rot,L-R,hip_flex,R-R,−0.05937,0.00664,−8.94568,483,0.0009,0.0009
182,hip_rot,L-R,hip_rot,R-L,−0.00180,0.00664,−0.27100,483,1.000,1.000
183,hip_rot,L-R,hip_rot,R-R,−0.01143,0.00664,−1.72194,483,1.000,1.000
184,hip_rot,L-R,knee,L-R,−0.00459,0.00664,−0.69214,483,1.000,1.000
185,hip_rot,L-R,knee,R-L,−0.00480,0.00664,−0.72365,483,1.000,1.000
186,hip_rot,L-R,knee,R-R,−0.00416,0.00664,−0.62623,483,1.000,1.000
187,hip_rot,L-R,subt,L-R,−0.00795,0.00664,−1.19771,483,1.000,1.000
188,hip_rot,L-R,subt,R-L,−0.00406,0.00664,−0.61156,483,1.000,1.000
189,hip_rot,L-R,subt,R-R,0.00375,0.00664,0.56514,483,1.000,1.000
190,hip_rot,R-L,ankle,R-R,−0.00816,0.00664,−1.22885,483,1.000,1.000
191,hip_rot,R-L,hip_addu,R-R,−0.00993,0.00664,−1.49592,483,1.000,1.000
192,hip_rot,R-L,hip_flex,R-R,−0.05757,0.00664,−8.67468,483,0.0009,0.0009
193,hip_rot,R-L,hip_rot,R-R,−0.00963,0.00664,−1.45094,483,1.000,1.000
194,hip_rot,R-L,knee,R-L,−0.00300,0.00664,−0.45265,483,1.000,1.000
195,hip_rot,R-L,knee,R-R,−0.00236,0.00664,−0.35522,483,1.000,1.000
196,hip_rot,R-L,subt,R-L,−0.00226,0.00664,−0.34056,483,1.000,1.000
197,hip_rot,R-L,subt,R-R,0.00555,0.00664,0.83614,483,1.000,1.000
198,hip_rot,R-R,knee,R-R,0.00727,0.00664,1.09571,483,1.000,1.000
199,hip_rot,R-R,subt,R-R,0.01518,0.00664,2.28707,483,1.000,1.000
200,knee,L-L,ankle,L-R,−0.04606,0.00664,−6.94019,483,0.0009,0.0009
201,knee,L-L,ankle,R-L,−0.04897,0.00664,−7.37896,483,0.0009,0.0009
202,knee,L-L,ankle,R-R,−0.00762,0.00664,−1.14758,483,1.000,1.000
203,knee,L-L,hip_addu,L-R,−0.00248,0.00664,−0.37331,483,1.000,1.000
204,knee,L-L,hip_addu,R-L,−0.01049,0.00664,−1.58002,483,1.000,1.000
205,knee,L-L,hip_addu,R-R,−0.00939,0.00664,−1.41465,483,1.000,1.000
206,knee,L-L,hip_flex,L-R,−0.08108,0.00664,−12.21697,483,0.0009,0.0009
207,knee,L-L,hip_flex,R-L,−0.10514,0.00664,−15.84312,483,0.0009,0.0009
208,knee,L-L,hip_flex,R-R,−0.05703,0.00664,−8.59341,483,0.0009,0.0009
209,knee,L-L,hip_rot,L-R,0.00234,0.00664,0.35227,483,1.000,1.000
210,knee,L-L,hip_rot,R-L,5.39e−4,0.00664,0.08127,483,1.000,1.000
211,knee,L-L,hip_rot,R-R,−0.00909,0.00664,−1.36967,483,1.000,1.000
212,knee,L-L,knee,L-R,−0.00226,0.00664,−0.33986,483,1.000,1.000
213,knee,L-L,knee,R-L,−0.00246,0.00664,−0.37138,483,1.000,1.000
214,knee,L-L,knee,R-R,−0.00182,0.00664,−0.27395,483,1.000,1.000
215,knee,L-L,subt,L-L,0.00580,0.00664,0.87456,483,1.000,1.000
216,knee,L-L,subt,L-R,−0.00561,0.00664,−0.84544,483,1.000,1.000
217,knee,L-L,subt,R-L,−0.00172,0.00664,−0.25929,483,1.000,1.000
218,knee,L-L,subt,R-R,0.00609,0.00664,0.91741,483,1.000,1.000
219,knee,L-R,ankle,R-L,−0.04671,0.00664,−7.03910,483,0.0009,0.0009
220,knee,L-R,ankle,R-R,−0.00536,0.00664,−0.80771,483,1.000,1.000
221,knee,L-R,hip_addu,R-L,−0.00823,0.00664,−1.24016,483,1.000,1.000
222,knee,L-R,hip_addu,R-R,−0.00713,0.00664,−1.07478,483,1.000,1.000
223,knee,L-R,hip_flex,R-L,−0.10289,0.00664,−15.50325,483,0.0009,0.0009
224,knee,L-R,hip_flex,R-R,−0.05477,0.00664,−8.25354,483,0.0009,0.0009
225,knee,L-R,hip_rot,R-L,0.00279,0.00664,0.42113,483,1.000,1.000
226,knee,L-R,hip_rot,R-R,−0.00683,0.00664,−1.02980,483,1.000,1.000
227,knee,L-R,knee,R-L,−2.09e−4,0.00664,−0.03152,483,1.000,1.000
228,knee,L-R,knee,R-R,4.37e−4,0.00664,0.06591,483,1.000,1.000
229,knee,L-R,subt,L-R,−0.00336,0.00664,−0.50557,483,1.000,1.000
230,knee,L-R,subt,R-L,5.35e−4,0.00664,0.08058,483,1.000,1.000
231,knee,L-R,subt,R-R,0.00834,0.00664,1.25727,483,1.000,1.000
232,knee,R-L,ankle,R-R,−0.00515,0.00664,−0.77620,483,1.000,1.000
233,knee,R-L,hip_addu,R-R,−0.00692,0.00664,−1.04327,483,1.000,1.000
234,knee,R-L,hip_flex,R-R,−0.05456,0.00664,−8.22203,483,0.0009,0.0009
235,knee,R-L,hip_rot,R-R,−0.00663,0.00664,−0.99829,483,1.000,1.000
236,knee,R-L,knee,R-R,6.47e−4,0.00664,0.09743,483,1.000,1.000
237,knee,R-L,subt,R-L,7.44e−4,0.00664,0.11209,483,1.000,1.000
238,knee,R-L,subt,R-R,0.00855,0.00664,1.28879,483,1.000,1.000
239,knee,R-R,subt,R-R,0.00791,0.00664,1.19136,483,1.000,1.000
240,subt,L-L,ankle,L-R,−0.05186,0.00664,−7.81475,483,0.0009,0.0009
241,subt,L-L,ankle,R-L,−0.05477,0.00664,−8.25352,483,0.0009,0.0009
242,subt,L-L,ankle,R-R,−0.01342,0.00664,−2.02214,483,1.000,1.000
243,subt,L-L,hip_addu,L-R,−0.00828,0.00664,−1.24787,483,1.000,1.000
244,subt,L-L,hip_addu,R-L,−0.01629,0.00664,−2.45458,483,1.000,1.000
245,subt,L-L,hip_addu,R-R,−0.01519,0.00664,−2.28921,483,1.000,1.000
246,subt,L-L,hip_flex,L-R,−0.08688,0.00664,−13.09153,483,0.0009,0.0009
247,subt,L-L,hip_flex,R-L,−0.11094,0.00664,−16.71768,483,0.0009,0.0009
248,subt,L-L,hip_flex,R-R,−0.06283,0.00664,−9.46797,483,0.0009,0.0009
249,subt,L-L,hip_rot,L-R,−0.00347,0.00664,−0.52229,483,1.000,1.000
250,subt,L-L,hip_rot,R-L,−0.00526,0.00664,−0.79329,483,1.000,1.000
251,subt,L-L,hip_rot,R-R,−0.01489,0.00664,−2.24422,483,1.000,1.000
252,subt,L-L,knee,L-R,−0.00806,0.00664,−1.21442,483,1.000,1.000
253,subt,L-L,knee,R-L,−0.00827,0.00664,−1.24594,483,1.000,1.000
254,subt,L-L,knee,R-R,−0.00762,0.00664,−1.14851,483,1.000,1.000
255,subt,L-L,subt,L-R,−0.01141,0.00664,−1.72000,483,1.000,1.000
256,subt,L-L,subt,R-L,−0.00752,0.00664,−1.13385,483,1.000,1.000
257,subt,L-L,subt,R-R,2.84e−4,0.00664,0.04285,483,1.000,1.000
258,subt,L-R,ankle,R-L,−0.04336,0.00664,−6.53352,483,0.0009,0.0009
259,subt,L-R,ankle,R-R,−0.00201,0.00664,−0.30214,483,1.000,1.000
260,subt,L-R,hip_addu,R-L,−0.00488,0.00664,−0.73459,483,1.000,1.000
261,subt,L-R,hip_addu,R-R,−0.00378,0.00664,−0.56921,483,1.000,1.000
262,subt,L-R,hip_flex,R-L,−0.09953,0.00664,−14.99768,483,0.0009,0.0009
263,subt,L-R,hip_flex,R-R,−0.05142,0.00664,−7.74797,483,0.0009,0.0009
264,subt,L-R,hip_rot,R-L,0.00615,0.00664,0.92671,483,1.000,1.000
265,subt,L-R,hip_rot,R-R,−0.00348,0.00664,−0.52423,483,1.000,1.000
266,subt,L-R,knee,R-L,0.00315,0.00664,0.47406,483,1.000,1.000
267,subt,L-R,knee,R-R,0.00379,0.00664,0.57148,483,1.000,1.000
268,subt,L-R,subt,R-L,0.00389,0.00664,0.58615,483,1.000,1.000
269,subt,L-R,subt,R-R,0.01170,0.00664,1.76285,483,1.000,1.000
270,subt,R-L,ankle,R-R,−0.00590,0.00664,−0.88829,483,1.000,1.000
271,subt,R-L,hip_addu,R-R,−0.00767,0.00664,−1.15536,483,1.000,1.000
272,subt,R-L,hip_flex,R-R,−0.05531,0.00664,−8.33412,483,0.0009,0.0009
273,subt,R-L,hip_rot,R-R,−0.00737,0.00664,−1.11038,483,1.000,1.000
274,subt,R-L,knee,R-R,−9.73e−5,0.00664,−0.01466,483,1.000,1.000
275,subt,R-L,subt,R-R,0.00781,0.00664,1.17670,483,1.000,1.000
