,angulo1,lados1,angulo2,lados2,Difference,SE,t,df,p_bonferroni,p_holm
32,ankle,L-R,hip_rot,R-L,1.26e−4,0.00318,0.03962,483,1.000,1.000
33,ankle,L-R,hip_rot,R-R,−0.00128,0.00318,−0.40268,483,1.000,1.000
34,ankle,L-R,knee,L-R,−0.00538,0.00318,−1.69453,483,1.000,1.000
35,ankle,L-R,knee,R-L,−0.00528,0.00318,−1.66329,483,1.000,1.000
36,ankle,L-R,knee,R-R,−0.00359,0.00318,−1.13045,483,1.000,1.000
37,ankle,L-R,subt,L-R,−8.31e−4,0.00318,−0.26162,483,1.000,1.000
38,ankle,L-R,subt,R-L,−8.03e−5,0.00318,−0.02528,483,1.000,1.000
39,ankle,L-R,subt,R-R,−0.00127,0.00318,−0.39827,483,1.000,1.000
40,ankle,R-L,ankle,R-R,−0.00314,0.00318,−0.98741,483,1.000,1.000
41,ankle,R-L,hip_addu,R-L,−0.00109,0.00318,−0.34429,483,1.000,1.000
42,ankle,R-L,hip_addu,R-R,0.00113,0.00318,0.35615,483,1.000,1.000
43,ankle,R-L,hip_flex,R-L,−0.01298,0.00318,−4.08453,483,0.014,0.012
44,ankle,R-L,hip_flex,R-R,−0.01162,0.00318,−3.65621,483,0.078,0.064
45,ankle,R-L,hip_rot,R-L,2.50e−4,0.00318,0.07868,483,1.000,1.000
46,ankle,R-L,hip_rot,R-R,−0.00116,0.00318,−0.36362,483,1.000,1.000
47,ankle,R-L,knee,R-L,−0.00516,0.00318,−1.62422,483,1.000,1.000
48,ankle,R-L,knee,R-R,−0.00347,0.00318,−1.09138,483,1.000,1.000
49,ankle,R-L,subt,R-L,4.38e−5,0.00318,0.01378,483,1.000,1.000
50,ankle,R-L,subt,R-R,−0.00114,0.00318,−0.35921,483,1.000,1.000
51,ankle,R-R,hip_addu,R-R,0.00427,0.00318,1.34356,483,1.000,1.000
52,ankle,R-R,hip_flex,R-R,−0.00848,0.00318,−2.66880,483,1.000,1.000
53,ankle,R-R,hip_rot,R-R,0.00198,0.00318,0.62378,483,1.000,1.000
54,ankle,R-R,knee,R-R,−3.30e−4,0.00318,−0.10398,483,1.000,1.000
55,ankle,R-R,subt,R-R,0.00200,0.00318,0.62819,483,1.000,1.000
56,hip_addu,L-L,ankle,L-R,0.00415,0.00318,1.30472,483,1.000,1.000
57,hip_addu,L-L,ankle,R-L,0.00402,0.00318,1.26566,483,1.000,1.000
58,hip_addu,L-L,ankle,R-R,8.84e−4,0.00318,0.27825,483,1.000,1.000
59,hip_addu,L-L,hip_addu,L-R,0.00506,0.00318,1.59264,483,1.000,1.000
60,hip_addu,L-L,hip_addu,R-L,0.00293,0.00318,0.92137,483,1.000,1.000
61,hip_addu,L-L,hip_addu,R-R,0.00515,0.00318,1.62181,483,1.000,1.000
62,hip_addu,L-L,hip_flex,L-L,−0.01061,0.00318,−3.34003,483,0.249,0.196
63,hip_addu,L-L,hip_flex,L-R,−0.01464,0.00318,−4.60761,483,0.001,0.001
64,hip_addu,L-L,hip_flex,R-L,−0.00896,0.00318,−2.81888,483,1.000,1.000
65,hip_addu,L-L,hip_flex,R-R,−0.00760,0.00318,−2.39055,483,1.000,1.000
66,hip_addu,L-L,hip_rot,L-L,0.00254,0.00318,0.79928,483,1.000,1.000
67,hip_addu,L-L,hip_rot,L-R,0.00324,0.00318,1.01844,483,1.000,1.000
68,hip_addu,L-L,hip_rot,R-L,0.00427,0.00318,1.34433,483,1.000,1.000
69,hip_addu,L-L,hip_rot,R-R,0.00287,0.00318,0.90203,483,1.000,1.000
70,hip_addu,L-L,knee,L-L,0.00144,0.00318,0.45352,483,1.000,1.000
71,hip_addu,L-L,knee,L-R,−0.00124,0.00318,−0.38981,483,1.000,1.000
72,hip_addu,L-L,knee,R-L,−0.00114,0.00318,−0.35857,483,1.000,1.000
73,hip_addu,L-L,knee,R-R,5.54e−4,0.00318,0.17427,483,1.000,1.000
74,hip_addu,L-L,subt,L-L,0.00304,0.00318,0.95699,483,1.000,1.000
75,hip_addu,L-L,subt,L-R,0.00331,0.00318,1.04310,483,1.000,1.000
76,hip_addu,L-L,subt,R-L,0.00406,0.00318,1.27944,483,1.000,1.000
77,hip_addu,L-L,subt,R-R,0.00288,0.00318,0.90644,483,1.000,1.000
78,hip_addu,L-R,ankle,R-L,−0.00104,0.00318,−0.32699,483,1.000,1.000
79,hip_addu,L-R,ankle,R-R,−0.00418,0.00318,−1.31439,483,1.000,1.000
80,hip_addu,L-R,hip_addu,R-L,−0.00213,0.00318,−0.67128,483,1.000,1.000
81,hip_addu,L-R,hip_addu,R-R,9.27e−5,0.00318,0.02916,483,1.000,1.000
82,hip_addu,L-R,hip_flex,L-R,−0.01970,0.00318,−6.20026,483,0.0009,0.0009
83,hip_addu,L-R,hip_flex,R-L,−0.01402,0.00318,−4.41152,483,0.003,0.003
84,hip_addu,L-R,hip_flex,R-R,−0.01266,0.00318,−3.98319,483,0.022,0.019
85,hip_addu,L-R,hip_rot,L-R,−0.00182,0.00318,−0.57420,483,1.000,1.000
86,hip_addu,L-R,hip_rot,R-L,−7.89e−4,0.00318,−0.24831,483,1.000,1.000
87,hip_addu,L-R,hip_rot,R-R,−0.00219,0.00318,−0.69061,483,1.000,1.000
88,hip_addu,L-R,knee,L-R,−0.00630,0.00318,−1.98246,483,1.000,1.000
89,hip_addu,L-R,knee,R-L,−0.00620,0.00318,−1.95121,483,1.000,1.000
90,hip_addu,L-R,knee,R-R,−0.00451,0.00318,−1.41837,483,1.000,1.000
91,hip_addu,L-R,subt,L-R,−0.00175,0.00318,−0.54954,483,1.000,1.000
92,hip_addu,L-R,subt,R-L,−9.95e−4,0.00318,−0.31321,483,1.000,1.000
93,hip_addu,L-R,subt,R-R,−0.00218,0.00318,−0.68620,483,1.000,1.000
94,hip_addu,R-L,ankle,R-R,−0.00204,0.00318,−0.64312,483,1.000,1.000
95,hip_addu,R-L,hip_addu,R-R,0.00223,0.00318,0.70044,483,1.000,1.000
96,hip_addu,R-L,hip_flex,R-L,−0.01188,0.00318,−3.74025,483,0.057,0.047
97,hip_addu,R-L,hip_flex,R-R,−0.01052,0.00318,−3.31192,483,0.275,0.215
98,hip_addu,R-L,hip_rot,R-L,0.00134,0.00318,0.42297,483,1.000,1.000
99,hip_addu,R-L,hip_rot,R-R,−6.14e−5,0.00318,−0.01933,483,1.000,1.000
100,hip_addu,R-L,knee,R-L,−0.00407,0.00318,−1.27993,483,1.000,1.000
101,hip_addu,R-L,knee,R-R,−0.00237,0.00318,−0.74710,483,1.000,1.000
102,hip_addu,R-L,subt,R-L,0.00114,0.00318,0.35807,483,1.000,1.000
103,hip_addu,R-L,subt,R-R,−4.74e−5,0.00318,−0.01492,483,1.000,1.000
104,hip_addu,R-R,hip_flex,R-R,−0.01275,0.00318,−4.01236,483,0.019,0.017
105,hip_addu,R-R,hip_rot,R-R,−0.00229,0.00318,−0.71977,483,1.000,1.000
106,hip_addu,R-R,knee,R-R,−0.00460,0.00318,−1.44754,483,1.000,1.000
107,hip_addu,R-R,subt,R-R,−0.00227,0.00318,−0.71536,483,1.000,1.000
108,hip_flex,L-L,ankle,L-R,0.01476,0.00318,4.64475,483,0.001,0.001
109,hip_flex,L-L,ankle,R-L,0.01463,0.00318,4.60568,483,0.001,0.001
110,hip_flex,L-L,ankle,R-R,0.01150,0.00318,3.61828,483,0.090,0.073
111,hip_flex,L-L,hip_addu,L-R,0.01567,0.00318,4.93267,483,0.0009,0.0009
112,hip_flex,L-L,hip_addu,R-L,0.01354,0.00318,4.26140,483,0.007,0.006
113,hip_flex,L-L,hip_addu,R-R,0.01576,0.00318,4.96184,483,0.0009,0.0009
114,hip_flex,L-L,hip_flex,L-R,−0.00403,0.00318,−1.26759,483,1.000,1.000
115,hip_flex,L-L,hip_flex,R-L,0.00166,0.00318,0.52115,483,1.000,1.000
116,hip_flex,L-L,hip_flex,R-R,0.00302,0.00318,0.94948,483,1.000,1.000
117,hip_flex,L-L,hip_rot,L-L,0.01315,0.00318,4.13931,483,0.011,0.010
118,hip_flex,L-L,hip_rot,L-R,0.01385,0.00318,4.35847,483,0.004,0.004
119,hip_flex,L-L,hip_rot,R-L,0.01488,0.00318,4.68436,483,0.001,0.0009
120,hip_flex,L-L,hip_rot,R-R,0.01348,0.00318,4.24206,483,0.007,0.006
121,hip_flex,L-L,knee,L-L,0.01205,0.00318,3.79355,483,0.046,0.039
122,hip_flex,L-L,knee,L-R,0.00937,0.00318,2.95021,483,0.919,0.689
123,hip_flex,L-L,knee,R-L,0.00947,0.00318,2.98146,483,0.832,0.627
124,hip_flex,L-L,knee,R-R,0.01117,0.00318,3.51430,483,0.133,0.107
125,hip_flex,L-L,subt,L-L,0.01365,0.00318,4.29702,483,0.006,0.005
126,hip_flex,L-L,subt,L-R,0.01393,0.00318,4.38313,483,0.004,0.004
127,hip_flex,L-L,subt,R-L,0.01468,0.00318,4.61946,483,0.001,0.001
128,hip_flex,L-L,subt,R-R,0.01349,0.00318,4.24647,483,0.007,0.006
129,hip_flex,L-R,ankle,R-L,0.01866,0.00318,5.87327,483,0.0009,0.0009
130,hip_flex,L-R,ankle,R-R,0.01552,0.00318,4.88587,483,0.0009,0.0009
131,hip_flex,L-R,hip_addu,R-L,0.01757,0.00318,5.52898,483,0.0009,0.0009
132,hip_flex,L-R,hip_addu,R-R,0.01979,0.00318,6.22942,483,0.0009,0.0009
133,hip_flex,L-R,hip_flex,R-L,0.00568,0.00318,1.78874,483,1.000,1.000
134,hip_flex,L-R,hip_flex,R-R,0.00704,0.00318,2.21706,483,1.000,1.000
135,hip_flex,L-R,hip_rot,L-R,0.01787,0.00318,5.62605,483,0.0009,0.0009
136,hip_flex,L-R,hip_rot,R-L,0.01891,0.00318,5.95195,483,0.0009,0.0009
137,hip_flex,L-R,hip_rot,R-R,0.01750,0.00318,5.50965,483,0.0009,0.0009
138,hip_flex,L-R,knee,L-R,0.01340,0.00318,4.21780,483,0.008,0.007
139,hip_flex,L-R,knee,R-L,0.01350,0.00318,4.24905,483,0.007,0.006
140,hip_flex,L-R,knee,R-R,0.01519,0.00318,4.78189,483,0.0009,0.0009
141,hip_flex,L-R,subt,L-R,0.01795,0.00318,5.65072,483,0.0009,0.0009
142,hip_flex,L-R,subt,R-L,0.01870,0.00318,5.88705,483,0.0009,0.0009
143,hip_flex,L-R,subt,R-R,0.01752,0.00318,5.51406,483,0.0009,0.0009
144,hip_flex,R-L,ankle,R-R,0.00984,0.00318,3.09713,483,0.571,0.434
145,hip_flex,R-L,hip_addu,R-R,0.01411,0.00318,4.44069,483,0.003,0.003
146,hip_flex,R-L,hip_flex,R-R,0.00136,0.00318,0.42833,483,1.000,1.000
147,hip_flex,R-L,hip_rot,R-L,0.01323,0.00318,4.16321,483,0.010,0.009
148,hip_flex,R-L,hip_rot,R-R,0.01182,0.00318,3.72091,483,0.061,0.050
149,hip_flex,R-L,knee,R-L,0.00782,0.00318,2.46031,483,1.000,1.000
150,hip_flex,R-L,knee,R-R,0.00951,0.00318,2.99315,483,0.801,0.607
151,hip_flex,R-L,subt,R-L,0.01302,0.00318,4.09831,483,0.013,0.012
152,hip_flex,R-L,subt,R-R,0.01184,0.00318,3.72532,483,0.060,0.050
153,hip_flex,R-R,hip_rot,R-R,0.01046,0.00318,3.29258,483,0.294,0.228
154,hip_flex,R-R,knee,R-R,0.00815,0.00318,2.56482,483,1.000,1.000
155,hip_flex,R-R,subt,R-R,0.01047,0.00318,3.29699,483,0.290,0.226
156,hip_rot,L-L,ankle,L-R,0.00161,0.00318,0.50544,483,1.000,1.000
157,hip_rot,L-L,ankle,R-L,0.00148,0.00318,0.46638,483,1.000,1.000
158,hip_rot,L-L,ankle,R-R,−0.00166,0.00318,−0.52103,483,1.000,1.000
159,hip_rot,L-L,hip_addu,L-R,0.00252,0.00318,0.79337,483,1.000,1.000
160,hip_rot,L-L,hip_addu,R-L,3.88e−4,0.00318,0.12209,483,1.000,1.000
161,hip_rot,L-L,hip_addu,R-R,0.00261,0.00318,0.82253,483,1.000,1.000
162,hip_rot,L-L,hip_flex,L-R,−0.01718,0.00318,−5.40689,483,0.0009,0.0009
163,hip_rot,L-L,hip_flex,R-L,−0.01150,0.00318,−3.61816,483,0.091,0.073
164,hip_rot,L-L,hip_flex,R-R,−0.01013,0.00318,−3.18983,483,0.418,0.320
165,hip_rot,L-L,hip_rot,L-R,6.96e−4,0.00318,0.21916,483,1.000,1.000
166,hip_rot,L-L,hip_rot,R-L,0.00173,0.00318,0.54506,483,1.000,1.000
167,hip_rot,L-L,hip_rot,R-R,3.26e−4,0.00318,0.10276,483,1.000,1.000
168,hip_rot,L-L,knee,L-L,−0.00110,0.00318,−0.34575,483,1.000,1.000
169,hip_rot,L-L,knee,L-R,−0.00378,0.00318,−1.18909,483,1.000,1.000
170,hip_rot,L-L,knee,R-L,−0.00368,0.00318,−1.15784,483,1.000,1.000
171,hip_rot,L-L,knee,R-R,−0.00199,0.00318,−0.62500,483,1.000,1.000
172,hip_rot,L-L,subt,L-L,5.01e−4,0.00318,0.15772,483,1.000,1.000
173,hip_rot,L-L,subt,L-R,7.75e−4,0.00318,0.24383,483,1.000,1.000
174,hip_rot,L-L,subt,R-L,0.00153,0.00318,0.48016,483,1.000,1.000
175,hip_rot,L-L,subt,R-R,3.40e−4,0.00318,0.10717,483,1.000,1.000
176,hip_rot,L-R,ankle,R-L,7.85e−4,0.00318,0.24722,483,1.000,1.000
177,hip_rot,L-R,ankle,R-R,−0.00235,0.00318,−0.74019,483,1.000,1.000
178,hip_rot,L-R,hip_addu,R-L,−3.08e−4,0.00318,−0.09707,483,1.000,1.000
179,hip_rot,L-R,hip_addu,R-R,0.00192,0.00318,0.60337,483,1.000,1.000
180,hip_rot,L-R,hip_flex,R-L,−0.01219,0.00318,−3.83732,483,0.039,0.033
181,hip_rot,L-R,hip_flex,R-R,−0.01083,0.00318,−3.40899,483,0.195,0.155
182,hip_rot,L-R,hip_rot,R-L,0.00104,0.00318,0.32590,483,1.000,1.000
183,hip_rot,L-R,hip_rot,R-R,−3.70e−4,0.00318,−0.11640,483,1.000,1.000
184,hip_rot,L-R,knee,L-R,−0.00447,0.00318,−1.40825,483,1.000,1.000
185,hip_rot,L-R,knee,R-L,−0.00437,0.00318,−1.37701,483,1.000,1.000
186,hip_rot,L-R,knee,R-R,−0.00268,0.00318,−0.84417,483,1.000,1.000
187,hip_rot,L-R,subt,L-R,7.84e−5,0.00318,0.02467,483,1.000,1.000
188,hip_rot,L-R,subt,R-L,8.29e−4,0.00318,0.26100,483,1.000,1.000
189,hip_rot,L-R,subt,R-R,−3.56e−4,0.00318,−0.11199,483,1.000,1.000
190,hip_rot,R-L,ankle,R-R,−0.00339,0.00318,−1.06608,483,1.000,1.000
191,hip_rot,R-L,hip_addu,R-R,8.82e−4,0.00318,0.27747,483,1.000,1.000
192,hip_rot,R-L,hip_flex,R-R,−0.01187,0.00318,−3.73488,483,0.058,0.048
193,hip_rot,R-L,hip_rot,R-R,−0.00141,0.00318,−0.44230,483,1.000,1.000
194,hip_rot,R-L,knee,R-L,−0.00541,0.00318,−1.70290,483,1.000,1.000
195,hip_rot,R-L,knee,R-R,−0.00372,0.00318,−1.17006,483,1.000,1.000
196,hip_rot,R-L,subt,R-L,−2.06e−4,0.00318,−0.06490,483,1.000,1.000
197,hip_rot,R-L,subt,R-R,−0.00139,0.00318,−0.43789,483,1.000,1.000
198,hip_rot,R-R,knee,R-R,−0.00231,0.00318,−0.72776,483,1.000,1.000
199,hip_rot,R-R,subt,R-R,1.40e−5,0.00318,0.00441,483,1.000,1.000
200,knee,L-L,ankle,L-R,0.00270,0.00318,0.85120,483,1.000,1.000
201,knee,L-L,ankle,R-L,0.00258,0.00318,0.81213,483,1.000,1.000
202,knee,L-L,ankle,R-R,−5.57e−4,0.00318,−0.17527,483,1.000,1.000
203,knee,L-L,hip_addu,L-R,0.00362,0.00318,1.13912,483,1.000,1.000
204,knee,L-L,hip_addu,R-L,0.00149,0.00318,0.46785,483,1.000,1.000
205,knee,L-L,hip_addu,R-R,0.00371,0.00318,1.16829,483,1.000,1.000
206,knee,L-L,hip_flex,L-R,−0.01608,0.00318,−5.06114,483,0.0009,0.0009
207,knee,L-L,hip_flex,R-L,−0.01040,0.00318,−3.27240,483,0.315,0.242
208,knee,L-L,hip_flex,R-R,−0.00904,0.00318,−2.84407,483,1.000,0.952
209,knee,L-L,hip_rot,L-R,0.00179,0.00318,0.56492,483,1.000,1.000
210,knee,L-L,hip_rot,R-L,0.00283,0.00318,0.89081,483,1.000,1.000
211,knee,L-L,hip_rot,R-R,0.00142,0.00318,0.44851,483,1.000,1.000
212,knee,L-L,knee,L-R,−0.00268,0.00318,−0.84334,483,1.000,1.000
213,knee,L-L,knee,R-L,−0.00258,0.00318,−0.81209,483,1.000,1.000
214,knee,L-L,knee,R-R,−8.87e−4,0.00318,−0.27925,483,1.000,1.000
215,knee,L-L,subt,L-L,0.00160,0.00318,0.50347,483,1.000,1.000
216,knee,L-L,subt,L-R,0.00187,0.00318,0.58958,483,1.000,1.000
217,knee,L-L,subt,R-L,0.00262,0.00318,0.82591,483,1.000,1.000
218,knee,L-L,subt,R-R,0.00144,0.00318,0.45292,483,1.000,1.000
219,knee,L-R,ankle,R-L,0.00526,0.00318,1.65547,483,1.000,1.000
220,knee,L-R,ankle,R-R,0.00212,0.00318,0.66807,483,1.000,1.000
221,knee,L-R,hip_addu,R-L,0.00417,0.00318,1.31118,483,1.000,1.000
222,knee,L-R,hip_addu,R-R,0.00639,0.00318,2.01162,483,1.000,1.000
223,knee,L-R,hip_flex,R-L,−0.00772,0.00318,−2.42906,483,1.000,1.000
224,knee,L-R,hip_flex,R-R,−0.00636,0.00318,−2.00073,483,1.000,1.000
225,knee,L-R,hip_rot,R-L,0.00551,0.00318,1.73415,483,1.000,1.000
226,knee,L-R,hip_rot,R-R,0.00410,0.00318,1.29185,483,1.000,1.000
227,knee,L-R,knee,R-L,9.93e−5,0.00318,0.03125,483,1.000,1.000
228,knee,L-R,knee,R-R,0.00179,0.00318,0.56409,483,1.000,1.000
229,knee,L-R,subt,L-R,0.00455,0.00318,1.43292,483,1.000,1.000
230,knee,L-R,subt,R-L,0.00530,0.00318,1.66925,483,1.000,1.000
231,knee,L-R,subt,R-R,0.00412,0.00318,1.29626,483,1.000,1.000
232,knee,R-L,ankle,R-R,0.00202,0.00318,0.63682,483,1.000,1.000
233,knee,R-L,hip_addu,R-R,0.00629,0.00318,1.98037,483,1.000,1.000
234,knee,R-L,hip_flex,R-R,−0.00646,0.00318,−2.03198,483,1.000,1.000
235,knee,R-L,hip_rot,R-R,0.00401,0.00318,1.26060,483,1.000,1.000
236,knee,R-L,knee,R-R,0.00169,0.00318,0.53284,483,1.000,1.000
237,knee,R-L,subt,R-L,0.00520,0.00318,1.63800,483,1.000,1.000
238,knee,R-L,subt,R-R,0.00402,0.00318,1.26501,483,1.000,1.000
239,knee,R-R,subt,R-R,0.00233,0.00318,0.73217,483,1.000,1.000
240,subt,L-L,ankle,L-R,0.00110,0.00318,0.34773,483,1.000,1.000
241,subt,L-L,ankle,R-L,9.81e−4,0.00318,0.30866,483,1.000,1.000
242,subt,L-L,ankle,R-R,−0.00216,0.00318,−0.67874,483,1.000,1.000
243,subt,L-L,hip_addu,L-R,0.00202,0.00318,0.63565,483,1.000,1.000
244,subt,L-L,hip_addu,R-L,−1.13e−4,0.00318,−0.03562,483,1.000,1.000
245,subt,L-L,hip_addu,R-R,0.00211,0.00318,0.66481,483,1.000,1.000
246,subt,L-L,hip_flex,L-R,−0.01768,0.00318,−5.56461,483,0.0009,0.0009
247,subt,L-L,hip_flex,R-L,−0.01200,0.00318,−3.77587,483,0.049,0.041
248,subt,L-L,hip_flex,R-R,−0.01064,0.00318,−3.34754,483,0.243,0.192
249,subt,L-L,hip_rot,L-R,1.95e−4,0.00318,0.06145,483,1.000,1.000
250,subt,L-L,hip_rot,R-L,0.00123,0.00318,0.38734,483,1.000,1.000
251,subt,L-L,hip_rot,R-R,−1.75e−4,0.00318,−0.05496,483,1.000,1.000
252,subt,L-L,knee,L-R,−0.00428,0.00318,−1.34681,483,1.000,1.000
253,subt,L-L,knee,R-L,−0.00418,0.00318,−1.31556,483,1.000,1.000
254,subt,L-L,knee,R-R,−0.00249,0.00318,−0.78272,483,1.000,1.000
255,subt,L-L,subt,L-R,2.74e−4,0.00318,0.08611,483,1.000,1.000
256,subt,L-L,subt,R-L,0.00102,0.00318,0.32244,483,1.000,1.000
257,subt,L-L,subt,R-R,−1.61e−4,0.00318,−0.05055,483,1.000,1.000
258,subt,L-R,ankle,R-L,7.07e−4,0.00318,0.22255,483,1.000,1.000
259,subt,L-R,ankle,R-R,−0.00243,0.00318,−0.76485,483,1.000,1.000
260,subt,L-R,hip_addu,R-L,−3.87e−4,0.00318,−0.12174,483,1.000,1.000
261,subt,L-R,hip_addu,R-R,0.00184,0.00318,0.57870,483,1.000,1.000
262,subt,L-R,hip_flex,R-L,−0.01227,0.00318,−3.86198,483,0.035,0.030
263,subt,L-R,hip_flex,R-R,−0.01091,0.00318,−3.43365,483,0.179,0.142
264,subt,L-R,hip_rot,R-L,9.57e−4,0.00318,0.30123,483,1.000,1.000
265,subt,L-R,hip_rot,R-R,−4.48e−4,0.00318,−0.14107,483,1.000,1.000
266,subt,L-R,knee,R-L,−0.00445,0.00318,−1.40167,483,1.000,1.000
267,subt,L-R,knee,R-R,−0.00276,0.00318,−0.86883,483,1.000,1.000
268,subt,L-R,subt,R-L,7.51e−4,0.00318,0.23633,483,1.000,1.000
269,subt,L-R,subt,R-R,−4.34e−4,0.00318,−0.13666,483,1.000,1.000
270,subt,R-L,ankle,R-R,−0.00318,0.00318,−1.00119,483,1.000,1.000
271,subt,R-L,hip_addu,R-R,0.00109,0.00318,0.34237,483,1.000,1.000
272,subt,R-L,hip_flex,R-R,−0.01166,0.00318,−3.66999,483,0.074,0.061
273,subt,R-L,hip_rot,R-R,−0.00120,0.00318,−0.37740,483,1.000,1.000
274,subt,R-L,knee,R-R,−0.00351,0.00318,−1.10516,483,1.000,1.000
275,subt,R-L,subt,R-R,−0.00119,0.00318,−0.37299,483,1.000,1.000
